loan_id,origination_month,channel,product,region,credit_score,risk_band,principal_ugx,term_months,apr,months_on_book,days_past_due,delinquency_bucket,loan_status,months_to_default,principal_repaid_ugx,outstanding_ugx,contact_strategy
LN-501820,2024-05,Agent network,Asset finance,Eastern,612,Subprime,760000.0,9,0.3797,9,0,Current,Closed,,760000.0,0.0,Field visit
LN-501821,2024-05,Digital app,Consumer durable,Central,565,Subprime,574000.0,12,0.3442,12,190,90+,Default,10.0,104800.0,469200.0,SMS only
LN-501822,2024-05,Digital app,Asset finance,Eastern,757,Prime,811000.0,18,0.2135,18,0,Current,Closed,,811000.0,0.0,Call + SMS
LN-501823,2024-05,Digital app,Salary advance,Western,726,Prime,642000.0,24,0.2159,24,0,Current,Closed,,642000.0,0.0,SMS only
LN-501824,2024-05,Digital app,Consumer durable,Central,580,Subprime,886000.0,6,0.3502,6,0,Current,Closed,,886000.0,0.0,SMS only
LN-501825,2024-05,Agent network,SME working capital,Central,649,Near-prime,1457000.0,12,0.3205,12,0,Current,Closed,,1457000.0,0.0,Call + SMS
LN-501826,2024-05,Agent network,Asset finance,Central,585,Subprime,626000.0,18,0.3809,18,0,Current,Closed,,626000.0,0.0,Call + SMS
LN-501827,2024-05,Branch,Salary advance,Central,629,Near-prime,1635000.0,12,0.295,12,0,Current,Closed,,1635000.0,0.0,SMS only
LN-501828,2024-05,Agent network,Salary advance,Northern,570,Subprime,1065000.0,12,0.3723,12,0,Current,Closed,,1065000.0,0.0,Call + SMS
LN-501829,2024-05,Branch,Asset finance,Eastern,641,Near-prime,1728000.0,12,0.3067,12,0,Current,Closed,,1728000.0,0.0,SMS only
LN-501830,2024-05,Branch,Consumer durable,Central,688,Near-prime,2344000.0,18,0.3128,18,0,Current,Closed,,2344000.0,0.0,Call + SMS
LN-501831,2024-05,Branch,Salary advance,Eastern,559,Subprime,755000.0,9,0.3844,9,0,Current,Closed,,755000.0,0.0,Call + SMS
LN-501832,2024-05,Partner retail,Consumer durable,Central,720,Prime,1984000.0,9,0.2169,9,0,Current,Closed,,1984000.0,0.0,Field visit
LN-501833,2024-05,Branch,Salary advance,Northern,622,Near-prime,3635000.0,9,0.2963,9,0,Current,Closed,,3635000.0,0.0,Call + SMS
LN-501834,2024-05,Agent network,Asset finance,Central,545,Subprime,1353000.0,6,0.3618,6,0,Current,Closed,,1353000.0,0.0,Call + SMS
LN-501835,2024-05,Agent network,Consumer durable,Eastern,559,Subprime,2625000.0,9,0.3826,9,0,Current,Closed,,2625000.0,0.0,Call + SMS
LN-501836,2024-05,Agent network,Consumer durable,Western,571,Subprime,1097000.0,9,0.3672,9,0,Current,Closed,,1097000.0,0.0,Call + SMS
LN-501837,2024-05,Branch,Asset finance,Western,700,Prime,655000.0,24,0.2116,24,12,1-29,Closed,,655000.0,0.0,SMS only
LN-501838,2024-05,Branch,SME working capital,Western,485,Subprime,952000.0,9,0.3568,9,0,Current,Closed,,952000.0,0.0,SMS only
LN-501839,2024-05,Partner retail,Salary advance,Central,572,Subprime,1036000.0,12,0.361,12,0,Current,Closed,,1036000.0,0.0,Call + SMS
LN-501840,2024-05,Digital app,Salary advance,Central,685,Near-prime,938000.0,9,0.3257,9,0,Current,Closed,,938000.0,0.0,Call + SMS
LN-501841,2024-05,Agent network,Consumer durable,Central,634,Near-prime,501000.0,12,0.3287,12,0,Current,Closed,,501000.0,0.0,SMS only
LN-501842,2024-05,Digital app,Salary advance,Central,569,Subprime,761000.0,18,0.3922,18,0,Current,Closed,,761000.0,0.0,Call + SMS
LN-501843,2024-05,Agent network,Asset finance,Central,709,Prime,2493000.0,18,0.2192,18,0,Current,Closed,,2493000.0,0.0,Field visit
LN-501844,2024-05,Digital app,Consumer durable,Central,616,Subprime,1183000.0,6,0.3734,6,130,90+,Default,5.0,240200.0,942800.0,Call + SMS
LN-501845,2024-05,Digital app,SME working capital,Eastern,650,Near-prime,1511000.0,18,0.3156,18,0,Current,Closed,,1511000.0,0.0,SMS only
LN-501846,2024-05,Digital app,Asset finance,Eastern,623,Near-prime,1176000.0,18,0.3105,18,0,Current,Closed,,1176000.0,0.0,SMS only
LN-501847,2024-05,Branch,Salary advance,Eastern,553,Subprime,3513000.0,12,0.3482,12,0,Current,Closed,,3513000.0,0.0,SMS only
LN-501848,2024-05,Agent network,SME working capital,Central,563,Subprime,1581000.0,9,0.3816,9,130,90+,Default,2.0,429600.0,1151400.0,SMS only
LN-501849,2024-05,Partner retail,SME working capital,Eastern,648,Near-prime,1004000.0,24,0.3274,24,0,Current,Closed,,1004000.0,0.0,Call + SMS
LN-501850,2024-05,Agent network,Asset finance,Western,583,Subprime,4108000.0,24,0.3544,24,12,1-29,Closed,,4108000.0,0.0,SMS only
LN-501851,2024-05,Partner retail,Asset finance,Eastern,739,Prime,2234000.0,18,0.2089,18,0,Current,Closed,,2234000.0,0.0,SMS only
LN-501852,2024-05,Digital app,Asset finance,Central,527,Subprime,2133000.0,6,0.3846,6,0,Current,Closed,,2133000.0,0.0,None
LN-501853,2024-05,Agent network,Consumer durable,Western,633,Near-prime,2575000.0,12,0.3139,12,0,Current,Closed,,2575000.0,0.0,Field visit
LN-501854,2024-05,Agent network,SME working capital,Central,569,Subprime,1337000.0,6,0.3815,6,35,30-59,Delinquent,6.0,257700.0,1079300.0,Call + SMS
LN-501855,2024-05,Branch,SME working capital,Central,573,Subprime,1054000.0,12,0.3539,12,0,Current,Closed,,1054000.0,0.0,Call + SMS
LN-501856,2024-05,Branch,Salary advance,Northern,619,Subprime,1590000.0,9,0.3487,9,0,Current,Closed,,1590000.0,0.0,SMS only
LN-501857,2024-05,Agent network,Salary advance,Eastern,509,Subprime,3731000.0,18,0.3738,18,0,Current,Closed,,3731000.0,0.0,None
LN-501858,2024-05,Digital app,Consumer durable,Central,699,Near-prime,3416000.0,12,0.3018,12,0,Current,Closed,,3416000.0,0.0,SMS only
LN-501859,2024-05,Branch,SME working capital,Northern,558,Subprime,1725000.0,9,0.3806,9,0,Current,Closed,,1725000.0,0.0,None
LN-501860,2024-05,Branch,SME working capital,Eastern,608,Subprime,1457000.0,6,0.3742,6,130,90+,Default,6.0,528700.0,928300.0,Call + SMS
LN-501861,2024-05,Digital app,Asset finance,Eastern,576,Subprime,3112000.0,12,0.3677,12,12,1-29,Closed,,3112000.0,0.0,SMS only
LN-501862,2024-05,Agent network,Salary advance,Eastern,508,Subprime,652000.0,12,0.3605,12,68,60-89,Closed,,652000.0,0.0,SMS only
LN-501863,2024-05,Digital app,Salary advance,Eastern,584,Subprime,808000.0,9,0.3605,9,38,30-59,Closed,,808000.0,0.0,Call + SMS
LN-501864,2024-05,Partner retail,Salary advance,Central,511,Subprime,2994000.0,24,0.3578,24,0,Current,Closed,,2994000.0,0.0,Call + SMS
LN-501865,2024-05,Digital app,Asset finance,Eastern,744,Prime,5143000.0,6,0.2229,6,0,Current,Closed,,5143000.0,0.0,SMS only
LN-501866,2024-05,Agent network,Consumer durable,Western,434,Subprime,1748000.0,18,0.355,18,0,Current,Closed,,1748000.0,0.0,Call + SMS
LN-501867,2024-05,Branch,Asset finance,Central,618,Subprime,1796000.0,18,0.3598,18,12,1-29,Closed,,1796000.0,0.0,Call + SMS
LN-501868,2024-05,Agent network,Salary advance,Central,631,Near-prime,1628000.0,12,0.2885,12,0,Current,Closed,,1628000.0,0.0,SMS only
LN-501869,2024-05,Branch,SME working capital,Western,570,Subprime,1349000.0,12,0.3724,12,0,Current,Closed,,1349000.0,0.0,Call + SMS
LN-501870,2024-05,Partner retail,SME working capital,Western,695,Near-prime,4111000.0,18,0.299,18,38,30-59,Closed,,4111000.0,0.0,Field visit
LN-501871,2024-05,Digital app,Salary advance,Central,804,Prime,2525000.0,6,0.2164,6,38,30-59,Closed,,2525000.0,0.0,SMS only
LN-501872,2024-05,Partner retail,Salary advance,Central,654,Near-prime,598000.0,24,0.3046,24,0,Current,Closed,,598000.0,0.0,None
LN-501873,2024-05,Branch,Consumer durable,Northern,699,Near-prime,1776000.0,18,0.3131,18,0,Current,Closed,,1776000.0,0.0,Field visit
LN-501874,2024-05,Digital app,Asset finance,Western,595,Subprime,635000.0,9,0.382,9,0,Current,Closed,,635000.0,0.0,SMS only
LN-501875,2024-05,Partner retail,Salary advance,Central,682,Near-prime,2057000.0,9,0.3055,9,0,Current,Closed,,2057000.0,0.0,Field visit
LN-501876,2024-05,Agent network,SME working capital,Central,612,Subprime,2743000.0,6,0.3709,6,0,Current,Closed,,2743000.0,0.0,Call + SMS
LN-501877,2024-05,Digital app,Salary advance,Eastern,542,Subprime,5363000.0,12,0.3806,12,0,Current,Closed,,5363000.0,0.0,SMS only
LN-501878,2024-05,Agent network,Asset finance,Central,567,Subprime,2027000.0,12,0.3752,12,0,Current,Closed,,2027000.0,0.0,SMS only
LN-501879,2024-05,Digital app,Salary advance,Eastern,593,Subprime,3524000.0,9,0.3722,9,0,Current,Closed,,3524000.0,0.0,SMS only
LN-501880,2024-05,Partner retail,Consumer durable,Eastern,666,Near-prime,1211000.0,12,0.2956,12,38,30-59,Closed,,1211000.0,0.0,None
LN-501881,2024-05,Digital app,SME working capital,Central,597,Subprime,634000.0,9,0.364,9,0,Current,Closed,,634000.0,0.0,SMS only
LN-501882,2024-05,Agent network,SME working capital,Central,488,Subprime,3760000.0,12,0.382,12,0,Current,Closed,,3760000.0,0.0,Call + SMS
LN-501883,2024-05,Agent network,Asset finance,Central,587,Subprime,1696000.0,18,0.3597,18,0,Current,Closed,,1696000.0,0.0,SMS only
LN-501884,2024-05,Partner retail,Asset finance,Eastern,640,Near-prime,1651000.0,18,0.3031,18,0,Current,Closed,,1651000.0,0.0,SMS only
LN-501885,2024-05,Branch,Asset finance,Western,746,Prime,860000.0,12,0.2136,12,38,30-59,Closed,,860000.0,0.0,Field visit
LN-501886,2024-05,Branch,Asset finance,Central,780,Prime,815000.0,12,0.2139,12,0,Current,Closed,,815000.0,0.0,Field visit
LN-501887,2024-05,Partner retail,Consumer durable,Central,648,Near-prime,821000.0,12,0.303,12,0,Current,Closed,,821000.0,0.0,Call + SMS
LN-501888,2024-05,Agent network,Consumer durable,Northern,453,Subprime,949000.0,24,0.3514,24,130,90+,Default,16.0,415800.0,533200.0,SMS only
LN-501889,2024-05,Digital app,Salary advance,Central,599,Subprime,1148000.0,9,0.3842,9,0,Current,Closed,,1148000.0,0.0,SMS only
LN-501890,2024-05,Branch,Asset finance,Central,521,Subprime,781000.0,12,0.3955,12,130,90+,Default,2.0,429500.0,351500.0,Call + SMS
LN-501891,2024-05,Agent network,Salary advance,Central,522,Subprime,1089000.0,9,0.3599,9,95,90+,Default,9.0,261800.0,827200.0,Call + SMS
LN-501892,2024-05,Agent network,Salary advance,Eastern,579,Subprime,1796000.0,6,0.354,6,0,Current,Closed,,1796000.0,0.0,Call + SMS
LN-501893,2024-05,Agent network,Salary advance,Eastern,578,Subprime,1024000.0,18,0.3724,18,0,Current,Closed,,1024000.0,0.0,Call + SMS
LN-501894,2024-05,Digital app,SME working capital,Western,680,Near-prime,734000.0,24,0.3136,24,0,Current,Closed,,734000.0,0.0,SMS only
LN-501895,2024-05,Branch,Salary advance,Central,697,Near-prime,773000.0,18,0.3117,18,0,Current,Closed,,773000.0,0.0,Call + SMS
LN-501896,2024-05,Partner retail,Consumer durable,Central,682,Near-prime,2974000.0,9,0.3314,9,0,Current,Closed,,2974000.0,0.0,Call + SMS
LN-501897,2024-05,Branch,Salary advance,Central,630,Near-prime,3146000.0,18,0.3288,18,0,Current,Closed,,3146000.0,0.0,Call + SMS
LN-501898,2024-05,Agent network,Salary advance,Eastern,428,Subprime,5718000.0,12,0.3901,12,35,30-59,Delinquent,4.0,3121400.0,2596600.0,None
LN-501899,2024-05,Partner retail,Salary advance,Eastern,605,Subprime,1052000.0,18,0.3667,18,0,Current,Closed,,1052000.0,0.0,None
LN-501900,2024-05,Partner retail,SME working capital,Central,644,Near-prime,2045000.0,12,0.3181,12,0,Current,Closed,,2045000.0,0.0,Field visit
LN-501901,2024-05,Partner retail,Salary advance,Western,682,Near-prime,2041000.0,18,0.2919,18,0,Current,Closed,,2041000.0,0.0,SMS only
LN-501902,2024-05,Digital app,Salary advance,Northern,654,Near-prime,1714000.0,6,0.3156,6,0,Current,Closed,,1714000.0,0.0,Call + SMS
LN-501903,2024-05,Branch,Salary advance,Western,757,Prime,1298000.0,6,0.2334,6,0,Current,Closed,,1298000.0,0.0,SMS only
LN-501904,2024-05,Branch,Salary advance,Northern,561,Subprime,1318000.0,18,0.3443,18,0,Current,Closed,,1318000.0,0.0,None
LN-501905,2024-05,Branch,Consumer durable,Central,702,Prime,791000.0,9,0.2267,9,0,Current,Closed,,791000.0,0.0,None
LN-501906,2024-05,Agent network,Salary advance,Western,577,Subprime,1360000.0,9,0.3831,9,0,Current,Closed,,1360000.0,0.0,Field visit
LN-501907,2024-05,Agent network,Salary advance,Central,568,Subprime,2117000.0,18,0.3663,18,130,90+,Default,7.0,134600.0,1982400.0,SMS only
LN-501908,2024-05,Digital app,Asset finance,Central,574,Subprime,910000.0,18,0.3449,18,12,1-29,Closed,,910000.0,0.0,Call + SMS
LN-501909,2024-05,Branch,Consumer durable,Central,592,Subprime,922000.0,9,0.3827,9,0,Current,Closed,,922000.0,0.0,SMS only
LN-501910,2024-05,Agent network,Asset finance,Central,542,Subprime,1981000.0,6,0.3767,6,0,Current,Closed,,1981000.0,0.0,None
LN-501911,2024-05,Branch,Asset finance,Western,611,Subprime,828000.0,6,0.3861,6,0,Current,Closed,,828000.0,0.0,SMS only
LN-501912,2024-05,Agent network,Asset finance,Western,571,Subprime,1051000.0,12,0.3755,12,0,Current,Closed,,1051000.0,0.0,Call + SMS
LN-501913,2024-05,Branch,Asset finance,Central,646,Near-prime,1661000.0,6,0.3032,6,0,Current,Closed,,1661000.0,0.0,Call + SMS
LN-501914,2024-05,Agent network,Asset finance,Central,601,Subprime,3080000.0,6,0.3769,6,0,Current,Closed,,3080000.0,0.0,Field visit
LN-501915,2024-05,Branch,Asset finance,Central,611,Subprime,623000.0,12,0.3717,12,130,90+,Default,8.0,240800.0,382200.0,Call + SMS
LN-501916,2024-05,Digital app,Consumer durable,Eastern,748,Prime,1948000.0,12,0.2051,12,0,Current,Closed,,1948000.0,0.0,Call + SMS
LN-501917,2024-05,Agent network,SME working capital,Western,479,Subprime,2834000.0,18,0.3598,18,12,1-29,Closed,,2834000.0,0.0,SMS only
LN-501918,2024-05,Partner retail,Asset finance,Western,837,Prime,3400000.0,12,0.2318,12,0,Current,Closed,,3400000.0,0.0,Field visit
LN-501919,2024-05,Digital app,SME working capital,Central,616,Subprime,1289000.0,12,0.3738,12,0,Current,Closed,,1289000.0,0.0,Call + SMS
LN-501920,2024-05,Digital app,Asset finance,Central,593,Subprime,539000.0,6,0.3546,6,0,Current,Closed,,539000.0,0.0,SMS only
LN-501921,2024-05,Partner retail,Consumer durable,Central,709,Prime,2205000.0,12,0.2334,12,0,Current,Closed,,2205000.0,0.0,SMS only
LN-501922,2024-05,Branch,SME working capital,Northern,671,Near-prime,640000.0,6,0.2949,6,0,Current,Closed,,640000.0,0.0,Call + SMS
LN-501923,2024-05,Branch,Consumer durable,Central,750,Prime,3483000.0,9,0.2145,9,0,Current,Closed,,3483000.0,0.0,SMS only
LN-501924,2024-05,Partner retail,Asset finance,Central,620,Near-prime,1531000.0,24,0.3236,24,0,Current,Closed,,1531000.0,0.0,SMS only
LN-501925,2024-05,Digital app,SME working capital,Eastern,753,Prime,378000.0,18,0.2348,18,65,60-89,Delinquent,6.0,57400.0,320600.0,None
LN-501926,2024-05,Agent network,Asset finance,Central,601,Subprime,1812000.0,9,0.3623,9,0,Current,Closed,,1812000.0,0.0,Call + SMS
LN-501927,2024-05,Agent network,Salary advance,Central,587,Subprime,2339000.0,6,0.3484,6,0,Current,Closed,,2339000.0,0.0,None
LN-501928,2024-05,Branch,Asset finance,Western,608,Subprime,771000.0,12,0.3486,12,12,1-29,Closed,,771000.0,0.0,SMS only
LN-501929,2024-05,Digital app,Consumer durable,Eastern,484,Subprime,338000.0,12,0.3566,12,38,30-59,Closed,,338000.0,0.0,SMS only
LN-501930,2024-05,Agent network,Asset finance,Northern,735,Prime,2467000.0,24,0.2214,24,0,Current,Closed,,2467000.0,0.0,Call + SMS
LN-501931,2024-05,Branch,SME working capital,Central,528,Subprime,2614000.0,12,0.3578,12,0,Current,Closed,,2614000.0,0.0,Field visit
LN-501932,2024-05,Digital app,Salary advance,Northern,698,Near-prime,2553000.0,9,0.3004,9,0,Current,Closed,,2553000.0,0.0,Call + SMS
LN-501933,2024-05,Agent network,Asset finance,Northern,655,Near-prime,1550000.0,9,0.2934,9,0,Current,Closed,,1550000.0,0.0,Call + SMS
LN-501934,2024-05,Digital app,Salary advance,Central,569,Subprime,1351000.0,24,0.3907,24,0,Current,Closed,,1351000.0,0.0,SMS only
LN-501935,2024-05,Digital app,Salary advance,Central,558,Subprime,1109000.0,12,0.3654,12,38,30-59,Closed,,1109000.0,0.0,Call + SMS
LN-501936,2024-05,Branch,Salary advance,Central,618,Subprime,482000.0,12,0.369,12,0,Current,Closed,,482000.0,0.0,None
LN-501937,2024-05,Agent network,SME working capital,Eastern,552,Subprime,1637000.0,24,0.3789,24,0,Current,Closed,,1637000.0,0.0,Call + SMS
LN-501938,2024-05,Partner retail,Asset finance,Central,749,Prime,2580000.0,18,0.2164,18,0,Current,Closed,,2580000.0,0.0,Call + SMS
LN-501939,2024-05,Agent network,SME working capital,Western,599,Subprime,2835000.0,18,0.359,18,12,1-29,Closed,,2835000.0,0.0,Call + SMS
LN-501940,2024-05,Branch,Consumer durable,Western,595,Subprime,4911000.0,9,0.3937,9,0,Current,Closed,,4911000.0,0.0,SMS only
LN-501941,2024-05,Branch,Consumer durable,Central,636,Near-prime,668000.0,9,0.3031,9,0,Current,Closed,,668000.0,0.0,Call + SMS
LN-501942,2024-05,Agent network,Salary advance,Northern,583,Subprime,1355000.0,12,0.3952,12,0,Current,Closed,,1355000.0,0.0,Call + SMS
LN-501943,2024-05,Agent network,Salary advance,Central,636,Near-prime,1060000.0,12,0.3205,12,0,Current,Closed,,1060000.0,0.0,Call + SMS
LN-501944,2024-05,Digital app,Consumer durable,Northern,613,Subprime,591000.0,18,0.3704,18,0,Current,Closed,,591000.0,0.0,Field visit
LN-501945,2024-05,Agent network,SME working capital,Eastern,707,Prime,1545000.0,12,0.2104,12,0,Current,Closed,,1545000.0,0.0,None
LN-501946,2024-05,Digital app,Asset finance,Western,499,Subprime,754000.0,9,0.3851,9,35,30-59,Delinquent,7.0,245000.0,509000.0,Field visit
LN-501947,2024-05,Agent network,Consumer durable,Central,581,Subprime,372000.0,12,0.3639,12,95,90+,Default,6.0,122200.0,249800.0,SMS only
LN-501948,2024-05,Partner retail,Asset finance,Northern,727,Prime,1309000.0,6,0.2063,6,0,Current,Closed,,1309000.0,0.0,Field visit
LN-501949,2024-05,Digital app,Salary advance,Western,550,Subprime,2189000.0,6,0.3552,6,0,Current,Closed,,2189000.0,0.0,Field visit
LN-501950,2024-05,Partner retail,Salary advance,Central,667,Near-prime,1323000.0,18,0.3183,18,0,Current,Closed,,1323000.0,0.0,Call + SMS
LN-501951,2024-05,Branch,Salary advance,Central,590,Subprime,1123000.0,12,0.3949,12,0,Current,Closed,,1123000.0,0.0,Call + SMS
LN-501952,2024-05,Partner retail,Salary advance,Central,650,Near-prime,2109000.0,9,0.3076,9,0,Current,Closed,,2109000.0,0.0,Field visit
LN-501953,2024-05,Agent network,SME working capital,Central,548,Subprime,951000.0,12,0.3468,12,95,90+,Default,6.0,177400.0,773600.0,Call + SMS
LN-501954,2024-05,Digital app,Salary advance,Eastern,571,Subprime,1047000.0,12,0.3751,12,0,Current,Closed,,1047000.0,0.0,SMS only
LN-501955,2024-05,Agent network,SME working capital,Western,676,Near-prime,622000.0,24,0.3198,24,65,60-89,Delinquent,12.0,251600.0,370400.0,Call + SMS
LN-501956,2024-05,Agent network,Consumer durable,Central,654,Near-prime,457000.0,18,0.3114,18,0,Current,Closed,,457000.0,0.0,None
LN-501957,2024-05,Agent network,Consumer durable,Northern,595,Subprime,3124000.0,24,0.3722,24,0,Current,Closed,,3124000.0,0.0,SMS only
LN-501958,2024-05,Digital app,Asset finance,Central,549,Subprime,1033000.0,24,0.3498,24,0,Current,Closed,,1033000.0,0.0,SMS only
LN-501959,2024-05,Agent network,Consumer durable,Eastern,727,Prime,1866000.0,12,0.2093,12,0,Current,Closed,,1866000.0,0.0,None
LN-501960,2024-05,Branch,Salary advance,Northern,579,Subprime,1980000.0,18,0.3479,18,0,Current,Closed,,1980000.0,0.0,Field visit
LN-501961,2024-05,Agent network,SME working capital,Northern,554,Subprime,605000.0,9,0.3761,9,0,Current,Closed,,605000.0,0.0,SMS only
LN-501962,2024-05,Digital app,Salary advance,Eastern,766,Prime,919000.0,24,0.224,24,0,Current,Closed,,919000.0,0.0,SMS only
LN-501963,2024-05,Digital app,Asset finance,Eastern,689,Near-prime,671000.0,24,0.2995,24,0,Current,Closed,,671000.0,0.0,Call + SMS
LN-501964,2024-05,Branch,SME working capital,Central,635,Near-prime,667000.0,12,0.3221,12,38,30-59,Closed,,667000.0,0.0,None
LN-501965,2024-05,Agent network,Consumer durable,Central,579,Subprime,661000.0,6,0.358,6,0,Current,Closed,,661000.0,0.0,SMS only
LN-501966,2024-05,Partner retail,Asset finance,Central,644,Near-prime,1131000.0,18,0.2953,18,0,Current,Closed,,1131000.0,0.0,None
LN-501967,2024-05,Branch,Consumer durable,Western,700,Prime,2583000.0,12,0.2254,12,12,1-29,Closed,,2583000.0,0.0,Call + SMS
LN-501968,2024-05,Branch,Salary advance,Central,693,Near-prime,2450000.0,12,0.2999,12,0,Current,Closed,,2450000.0,0.0,SMS only
LN-501969,2024-05,Branch,Asset finance,Central,616,Subprime,1074000.0,6,0.3692,6,0,Current,Closed,,1074000.0,0.0,Call + SMS
LN-501970,2024-05,Partner retail,Asset finance,Western,728,Prime,3147000.0,12,0.2086,12,0,Current,Closed,,3147000.0,0.0,Call + SMS
LN-501971,2024-05,Digital app,SME working capital,Western,585,Subprime,975000.0,6,0.3722,6,0,Current,Closed,,975000.0,0.0,Field visit
LN-501972,2024-05,Branch,Salary advance,Western,676,Near-prime,1729000.0,24,0.322,24,0,Current,Closed,,1729000.0,0.0,None
LN-501973,2024-05,Digital app,Consumer durable,Western,604,Subprime,1088000.0,9,0.3879,9,65,60-89,Delinquent,4.0,251400.0,836600.0,SMS only
